file_path,detected_name,unicode_sequence,codepoints_hex,status,method
all/Men Holding Hands Medium Skin Tone Dark Skin Tone.svg,Men Holding Hands Medium Skin Tone Dark Skin Tone,👨🏽‍🤝‍👨🏿,1F468-1F3FD-200D-1F91D-200D-1F468-1F3FF,mapped,translation-pass
all/Detective.svg,Detective,🕵️,1F575-FE0F,mapped,auto-cldr-exact
all/Multiply.svg,Multiply,✖️,2716-FE0F,mapped,alias|fq-correction
all/Couple With Heart Man Man Dark Skin Tone Medium Light Skin Tone.svg,Couple With Heart Man Man Dark Skin Tone Medium Light Skin Tone,👨🏿‍❤️‍👨🏼,1F468-1F3FF-200D-2764-FE0F-200D-1F468-1F3FC,mapped,lookup+tone+gender|fq-correction
all/Man Climbing Medium Dark Skin Tone.svg,Man Climbing Medium Dark Skin Tone,🧗🏾‍♂️,1F9D7-1F3FE-200D-2642-FE0F,mapped,translation-pass
all/Technologist Medium Light Skin Tone.svg,Technologist Medium Light Skin Tone,🧑🏼‍💻,1F9D1-1F3FC-200D-1F4BB,mapped,translation-pass
all/Old Man.svg,Old Man,👴,1F474,mapped,auto-cldr-exact
all/Couple With Heart Person Person No Skin Tone Medium Skin Tone.svg,Couple With Heart Person Person No Skin Tone Medium Skin Tone,🧑🏽‍❤️‍🧑,1F9D1-1F3FD-200D-2764-FE0F-200D-1F9D1,mapped,special: couple-with-heart (PERSON PERSON)
all/Ok Hand Medium Dark Skin Tone.svg,Ok Hand Medium Dark Skin Tone,👌🏾,1F44C-1F3FE,mapped,gesture
all/Cactus.svg,Cactus,🌵,1F335,mapped,lookup
all/Woman Mountain Biking Light Skin Tone.svg,Woman Mountain Biking Light Skin Tone,🚵🏻‍♀️,1F6B5-1F3FB-200D-2640-FE0F,mapped,activity-person|fq-correction
all/Person Surfing Light Skin Tone.svg,Person Surfing Light Skin Tone,🏄🏻,1F3C4-1F3FB,mapped,activity-person
all/Man With Veil.svg,Man With Veil,👰‍♂️,1F470-200D-2642-FE0F,mapped,translation-pass
all/Kiss Woman Person Medium Skin Tone Light Skin Tone.svg,Kiss Woman Person Medium Skin Tone Light Skin Tone,👩🏽‍❤️‍💋‍🧑🏻,1F469-1F3FD-200D-2764-FE0F-200D-1F48B-200D-1F9D1-1F3FB,mapped,special: kiss (WOMAN PERSON)
all/Man In Manual Wheelchair Medium Dark Skin Tone.svg,Man In Manual Wheelchair Medium Dark Skin Tone,👨🏾‍🦽,1F468-1F3FE-200D-1F9BD,mapped,auto-cldr-exact
all/Couple With Heart Person Woman No Skin Tone Medium Dark Skin Tone.svg,Couple With Heart Person Woman No Skin Tone Medium Dark Skin Tone,🧑🏾‍❤️‍👩,1F9D1-1F3FE-200D-2764-FE0F-200D-1F469,mapped,special: couple-with-heart (PERSON WOMAN)
all/Flag Algeria.svg,Flag Algeria,🇩🇿,1F1E9-1F1FF,mapped,flag
all/Woman Guard Light Skin Tone.svg,Woman Guard Light Skin Tone,💂🏻‍♀️,1F482-1F3FB-200D-2640-FE0F,mapped,auto-cldr-exact
all/Candle.svg,Candle,🕯️,1F56F-FE0F,mapped,lookup|fq-correction
all/Person Rowing Boat Dark Skin Tone.svg,Person Rowing Boat Dark Skin Tone,🚣🏿,1F6A3-1F3FF,mapped,activity-person
all/Person In Suit Levitating.svg,Person In Suit Levitating,🕴️,1F574-FE0F,mapped,auto-cldr-exact
all/Ok Button.svg,Ok Button,🆗,1F197,mapped,2-3-4
all/Couple With Heart Person Woman Medium Dark Skin Tone.svg,Couple With Heart Person Woman Medium Dark Skin Tone,🧑🏾‍❤️‍👩,1F9D1-1F3FE-200D-2764-FE0F-200D-1F469,mapped,special: couple-with-heart (PERSON WOMAN)
all/Left Facing Fist Medium Skin Tone.svg,Left Facing Fist Medium Skin Tone,🤛🏽,1F91B-1F3FD,mapped,gesture
all/Kiss Man No Skin Tone Woman Dark Skin Tone.svg,Kiss Man No Skin Tone Woman Dark Skin Tone,👨🏿‍❤️‍💋‍👩,1F468-1F3FF-200D-2764-FE0F-200D-1F48B-200D-1F469,mapped,special: kiss (MAN WOMAN)
all/Mosquito.svg,Mosquito,🦟,1F99F,mapped,lookup
all/One Oclock.svg,One O'Clock,🕐,1F550,mapped,numbers
all/Woman Medium Skin Tone Beard.svg,Woman Medium Skin Tone Beard,🧔🏽‍♀️,1F9D4-1F3FD-200D-2640-FE0F,mapped,translation-pass|fq-correction
all/Man Dancing Medium Skin Tone.svg,Man Dancing Medium Skin Tone,🕺🏽,1F57A-1F3FD,mapped,activity-person|fq-correction
all/Flag Libya.svg,Flag Libya,🇱🇾,1F1F1-1F1FE,mapped,flag
all/Couple With Heart Person Person Medium Light Skin Tone No Skin Tone.svg,Couple With Heart Person Person Medium Light Skin Tone No Skin Tone,🧑🏼‍❤️‍🧑,1F9D1-1F3FC-200D-2764-FE0F-200D-1F9D1,mapped,special: couple-with-heart (PERSON PERSON)
all/Couple With Heart Light Skin Tone.svg,Couple With Heart Light Skin Tone,💑🏻,1F491-1F3FB,mapped,lookup+tone
all/Man Medium Dark Skin Tone Red Hair.svg,Man Medium Dark Skin Tone Red Hair,👨🏾‍🦰,1F468-1F3FE-200D-1F9B0,mapped,hair-attr
all/Honey Pot.svg,Honey Pot,🍯,1F36F,mapped,lookup
all/Hourglass Not Done.svg,Hourglass Not Done,⏳,23F3,mapped,auto-cldr-exact
all/Keycap Digit Three.svg,Keycap Digit Three,3️⃣,0033-FE0F-20E3,mapped,lookup
all/Man Playing Water Polo Medium Dark Skin Tone.svg,Man Playing Water Polo Medium Dark Skin Tone,🤽🏾‍♂️,1F93D-1F3FE-200D-2642-FE0F,mapped,auto-cldr-exact
all/Womans Sandal.svg,Womans Sandal,👡,1F461,mapped,lookup
all/Man Getting Haircut Light Skin Tone.svg,Man Getting Haircut Light Skin Tone,💇🏻‍♂️,1F487-1F3FB-200D-2642-FE0F,mapped,auto-cldr-exact
all/Women Holding Hands Light Skin Tone Medium Dark Skin Tone.svg,Women Holding Hands Light Skin Tone Medium Dark Skin Tone,👩🏻‍🤝‍👩🏾,1F469-1F3FB-200D-1F91D-200D-1F469-1F3FE,mapped,translation-pass|fq-correction
all/Kiss Man Medium Light Skin Tone Woman Light Skin Tone.svg,Kiss Man Medium Light Skin Tone Woman Light Skin Tone,👨🏼‍❤️‍💋‍👩🏻,1F468-1F3FC-200D-2764-FE0F-200D-1F48B-200D-1F469-1F3FB,mapped,special: kiss (MAN WOMAN)
all/Ticket.svg,Ticket,🎫,1F3AB,mapped,lookup
all/Old Woman Dark Skin Tone.svg,Old Woman Dark Skin Tone,👵🏿,1F475-1F3FF,mapped,auto-cldr-exact
all/Lacrosse.svg,Lacrosse,🥍,1F94D,mapped,auto-cldr-exact
all/Man Walking Medium Skin Tone.svg,Man Walking Medium Skin Tone,🚶🏽‍♂️,1F6B6-1F3FD-200D-2642-FE0F,mapped,lookup+tone+gender
all/Person With Headscarf Medium Dark Skin Tone.svg,Person With Headscarf Medium Dark Skin Tone,🧕🏾,1F9D5-1F3FE,mapped,auto-cldr-exact
all/Person Biking Medium Dark Skin Tone.svg,Person Biking Medium Dark Skin Tone,🚴🏾,1F6B4-1F3FE,mapped,activity-person
all/Globe With Meridians.svg,Globe With Meridians,🌐,1F310,mapped,lookup
all/Flag Curacao.svg,Flag Curacao,🇨🇼,1F1E8-1F1FC,mapped,flag
all/Love You Gesture.svg,Love You Gesture,🤟,1F91F,mapped,gesture
all/Person Rowing Boat Medium Skin Tone.svg,Person Rowing Boat Medium Skin Tone,🚣🏽,1F6A3-1F3FD,mapped,activity-person
all/Woman Light Skin Tone White Hair.svg,Woman Light Skin Tone White Hair,👩🏻‍🦳,1F469-1F3FB-200D-1F9B3,mapped,hair-attr
all/E Mail.svg,E Mail,📧,1F4E7,mapped,auto-cldr-exact
all/Supervillain Medium Skin Tone.svg,Supervillain Medium Skin Tone,🦹🏽,1F9B9-1F3FD,mapped,lookup+tone
all/Cooking.svg,Cooking,🍳,1F373,mapped,lookup
all/Dashing Away.svg,Dashing Away,💨,1F4A8,mapped,alias
all/Men Holding Hands Medium Light Skin Tone.svg,Men Holding Hands Medium Light Skin Tone,👬🏼,1F46C-1F3FC,mapped,translation-pass|fq-correction
all/Flag Syria.svg,Flag Syria,🇸🇾,1F1F8-1F1FE,mapped,flag
all/Kiss Woman Man Medium Skin Tone Dark Skin Tone.svg,Kiss Woman Man Medium Skin Tone Dark Skin Tone,👩🏽‍❤️‍💋‍👨🏿,1F469-1F3FD-200D-2764-FE0F-200D-1F48B-200D-1F468-1F3FF,mapped,special: kiss (WOMAN MAN)
all/Camping.svg,Camping,🏕️,1F3D5-FE0F,mapped,lookup|fq-correction
all/Person Golfing Dark Skin Tone.svg,Person Golfing Dark Skin Tone,🏌🏿,1F3CC-1F3FF,mapped,activity-person
all/Baby Angel Medium Dark Skin Tone.svg,Baby Angel Medium Dark Skin Tone,👼🏾,1F47C-1F3FE,mapped,lookup+tone
all/Right Arrow Curving Up.svg,Right Arrow Curving Up,⤴️,2934-FE0F,mapped,arrows-shapes-transport|fq-correction
all/Performing Arts.svg,Performing Arts,🎭,1F3AD,mapped,lookup
all/Flag Ethiopia.svg,Flag Ethiopia,🇪🇹,1F1EA-1F1F9,mapped,flag
all/Shrimp.svg,Shrimp,🦐,1F990,mapped,lookup
all/Person In Suit Levitating Dark Skin Tone.svg,Person In Suit Levitating Dark Skin Tone,🕴🏿,1F574-1F3FF,mapped,auto-cldr-exact
all/Aerial Tramway.svg,Aerial Tramway,🚡,1F6A1,mapped,lookup
all/Couple With Heart Man Person Dark Skin Tone No Skin Tone.svg,Couple With Heart Man Person Dark Skin Tone No Skin Tone,👨🏿‍❤️‍🧑,1F468-1F3FF-200D-2764-FE0F-200D-1F9D1,mapped,special: couple-with-heart (MAN PERSON)
all/Church.svg,Church,⛪,26EA,mapped,lookup
all/Oncoming Fist.svg,Oncoming Fist,👊,1F44A,mapped,gesture
all/Flag Sao Tome Principe.svg,Flag Sao Tome Principe,🇸🇹,1F1F8-1F1F9,mapped,flag
all/Folded Hands.svg,Folded Hands,🙏,1F64F,mapped,auto-cldr-exact
all/Upwards Button.svg,Upwards Button,🔼,1F53C,mapped,auto-cldr-exact
all/Restroom.svg,Restroom,🚻,1F6BB,mapped,lookup
all/Crossed Fingers.svg,Crossed Fingers,🤞,1F91E,mapped,gesture
all/Kiss Person Man Medium Light Skin Tone Medium Skin Tone.svg,Kiss Person Man Medium Light Skin Tone Medium Skin Tone,🧑🏼‍❤️‍💋‍👨🏽,1F9D1-1F3FC-200D-2764-FE0F-200D-1F48B-200D-1F468-1F3FD,mapped,special: kiss (PERSON MAN)
all/Kangaroo.svg,Kangaroo,🦘,1F998,mapped,lookup
all/Kiss Woman Woman Dark Skin Tone Light Skin Tone.svg,Kiss Woman Woman Dark Skin Tone Light Skin Tone,👩🏿‍❤️‍💋‍👩🏻,1F469-1F3FF-200D-2764-FE0F-200D-1F48B-200D-1F469-1F3FB,mapped,lookup+tone+gender|fq-correction
all/Kiss Person Man Light Skin Tone Medium Skin Tone.svg,Kiss Person Man Light Skin Tone Medium Skin Tone,🧑🏽‍❤️‍💋‍👨🏻,1F9D1-1F3FD-200D-2764-FE0F-200D-1F48B-200D-1F468-1F3FB,mapped,special: kiss (PERSON MAN)
all/Flag Cape Verde.svg,Flag Cape Verde,🇨🇻,1F1E8-1F1FB,mapped,flag
all/Woman Playing Handball Dark Skin Tone.svg,Woman Playing Handball Dark Skin Tone,🤾🏿‍♀️,1F93E-1F3FF-200D-2640-FE0F,mapped,activity-person
all/Woman Medium Skin Tone Bald.svg,Woman Medium Skin Tone Bald,👩🏽‍🦲,1F469-1F3FD-200D-1F9B2,mapped,hair-attr
all/Cookie.svg,Cookie,🍪,1F36A,mapped,lookup
all/Man Cartwheeling Medium Light Skin Tone.svg,Man Cartwheeling Medium Light Skin Tone,🤸🏼‍♂️,1F938-1F3FC-200D-2642-FE0F,mapped,activity-person
all/Woman Judge Medium Dark Skin Tone.svg,Woman Judge Medium Dark Skin Tone,👩🏾‍⚖️,1F469-1F3FE-200D-2696-FE0F,mapped,profession
all/People Holding Hands Dark Skin Tone Medium Light Skin Tone.svg,People Holding Hands Dark Skin Tone Medium Light Skin Tone,🧑🏿‍🤝‍🧑🏼,1F9D1-1F3FF-200D-1F91D-200D-1F9D1-1F3FC,mapped,translation-pass|fq-correction
all/Woman Singer.svg,Woman Singer,👩‍🎤,1F469-200D-1F3A4,mapped,profession|fq-correction
all/Face With Rolling Eyes.svg,Face With Rolling Eyes,🙄,1F644,mapped,lookup
all/Wilted Flower.svg,Wilted Flower,🥀,1F940,mapped,lookup
all/Person Gesturing No Light Skin Tone.svg,Person Gesturing No Light Skin Tone,🙅🏻,1F645-1F3FB,mapped,auto-cldr-exact
all/Tiger.svg,Tiger,🐅,1F405,mapped,lookup
all/Couple With Heart Man Person Medium Dark Skin Tone.svg,Couple With Heart Man Person Medium Dark Skin Tone,👨🏾‍❤️‍🧑,1F468-1F3FE-200D-2764-FE0F-200D-1F9D1,mapped,special: couple-with-heart (MAN PERSON)
all/Construction Worker.svg,Construction Worker,👷,1F477,mapped,lookup
all/Star And Crescent.svg,Star And Crescent,☪️,262A-FE0F,mapped,lookup|fq-correction
all/Man Firefighter.svg,Man Firefighter,👨‍🚒,1F468-200D-1F692,mapped,profession|fq-correction
all/Man Standing Dark Skin Tone.svg,Man Standing Dark Skin Tone,🧍🏿‍♂️,1F9CD-1F3FF-200D-2642-FE0F,mapped,activity-person
all/Couple With Heart Woman Man.svg,Couple With Heart Woman Man,👩‍❤️‍👨,1F469-200D-2764-FE0F-200D-1F468,mapped,special: couple-with-heart (WOMAN MAN)
all/Sparkle.svg,Sparkle,❇️,2747-FE0F,mapped,lookup|fq-correction
all/Down Arrow.svg,Down Arrow,⬇️,2B07-FE0F,mapped,arrows-shapes-transport|fq-correction
all/Briefcase.svg,Briefcase,💼,1F4BC,mapped,lookup
all/Flag Panama.svg,Flag Panama,🇵🇦,1F1F5-1F1E6,mapped,flag
all/Japanese Application Button.svg,Japanese Application Button,🈸,1F238,mapped,auto-cldr-exact
all/Chicken.svg,Chicken,🐔,1F414,mapped,lookup
all/Man Firefighter Medium Dark Skin Tone.svg,Man Firefighter Medium Dark Skin Tone,👨🏾‍🚒,1F468-1F3FE-200D-1F692,mapped,profession|fq-correction
all/Old Woman Medium Light Skin Tone.svg,Old Woman Medium Light Skin Tone,👵🏼,1F475-1F3FC,mapped,auto-cldr-exact
all/Couple With Heart Woman Person Medium Light Skin Tone No Skin Tone.svg,Couple With Heart Woman Person Medium Light Skin Tone No Skin Tone,👩🏼‍❤️‍🧑,1F469-1F3FC-200D-2764-FE0F-200D-1F9D1,mapped,special: couple-with-heart (WOMAN PERSON)
all/Woman Farmer Medium Skin Tone.svg,Woman Farmer Medium Skin Tone,👩🏽‍🌾,1F469-1F3FD-200D-1F33E,mapped,profession|fq-correction
all/Dragon.svg,Dragon,🐉,1F409,mapped,lookup
all/Circled M.svg,Circled M,Ⓜ️,24C2-FE0F,mapped,auto-cldr-exact
all/Kiss Woman Person Light Skin Tone Medium Dark Skin Tone.svg,Kiss Woman Person Light Skin Tone Medium Dark Skin Tone,👩🏾‍❤️‍💋‍🧑🏻,1F469-1F3FE-200D-2764-FE0F-200D-1F48B-200D-1F9D1-1F3FB,mapped,special: kiss (WOMAN PERSON)
all/Man Technologist Medium Skin Tone.svg,Man Technologist Medium Skin Tone,👨🏽‍💻,1F468-1F3FD-200D-1F4BB,mapped,translation-pass
all/Up Button.svg,Up Button,🆙,1F199,mapped,2-3-4
all/Woman Kneeling Medium Dark Skin Tone.svg,Woman Kneeling Medium Dark Skin Tone,🧎🏾‍♀️,1F9CE-1F3FE-200D-2640-FE0F,mapped,activity-person
all/Double Exclamation Mark.svg,Double Exclamation Mark,‼️,203C-FE0F,mapped,lookup|fq-correction
all/Cityscape.svg,Cityscape,🏙️,1F3D9-FE0F,mapped,lookup|fq-correction
all/Clapping Hands Medium Skin Tone.svg,Clapping Hands Medium Skin Tone,👏🏽,1F44F-1F3FD,mapped,gesture
all/Person Climbing Dark Skin Tone.svg,Person Climbing Dark Skin Tone,🧗🏿,1F9D7-1F3FF,mapped,translation-pass
all/Man Kneeling Dark Skin Tone.svg,Man Kneeling Dark Skin Tone,🧎🏿‍♂️,1F9CE-1F3FF-200D-2642-FE0F,mapped,activity-person
all/Man Standing Light Skin Tone.svg,Man Standing Light Skin Tone,🧍🏻‍♂️,1F9CD-1F3FB-200D-2642-FE0F,mapped,activity-person
all/Man Health Worker Light Skin Tone.svg,Man Health Worker Light Skin Tone,👨🏻‍⚕️,1F468-1F3FB-200D-2695-FE0F,mapped,translation-pass
all/Broken Heart.svg,Broken Heart,💔,1F494,mapped,lookup
all/Couple With Heart Man Man Medium Skin Tone Medium Dark Skin Tone.svg,Couple With Heart Man Man Medium Skin Tone Medium Dark Skin Tone,👨🏽‍❤️‍👨🏾,1F468-1F3FD-200D-2764-FE0F-200D-1F468-1F3FE,mapped,lookup+tone+gender|fq-correction
all/Front Facing Baby Chick.svg,Front Facing Baby Chick,🐥,1F425,mapped,auto-cldr-exact
all/Old Man Light Skin Tone.svg,Old Man Light Skin Tone,👴🏻,1F474-1F3FB,mapped,auto-cldr-exact
all/Pineapple.svg,Pineapple,🍍,1F34D,mapped,lookup
all/Flag Us Outlying Islands.svg,Flag Us Outlying Islands,🇺🇲,1F1FA-1F1F2,mapped,flag
all/Flag Gabon.svg,Flag Gabon,🇬🇦,1F1EC-1F1E6,mapped,flag
all/Smiling Face With Heart Eyes.svg,Smiling Face With Heart Eyes,😍,1F60D,mapped,auto-cldr-exact
all/Shower.svg,Shower,🚿,1F6BF,mapped,lookup
all/Large Blue Square.svg,Large Blue Square,🟦,1F7E6,mapped,lookup
all/Man Feeding Baby Light Skin Tone.svg,Man Feeding Baby Light Skin Tone,👨🏻‍🍼,1F468-1F3FB-200D-1F37C,mapped,auto-cldr-exact
all/Person Golfing Medium Light Skin Tone.svg,Person Golfing Medium Light Skin Tone,🏌🏼,1F3CC-1F3FC,mapped,activity-person
all/Hiking Boot.svg,Hiking Boot,🥾,1F97E,mapped,lookup
all/Zany Face.svg,Zany Face,🤪,1F92A,mapped,auto-cldr-exact
all/Couple With Heart Man Person Medium Skin Tone.svg,Couple With Heart Man Person Medium Skin Tone,👨🏽‍❤️‍🧑,1F468-1F3FD-200D-2764-FE0F-200D-1F9D1,mapped,special: couple-with-heart (MAN PERSON)
all/Call Me Hand Medium Skin Tone.svg,Call Me Hand Medium Skin Tone,🤙🏽,1F919-1F3FD,mapped,lookup+tone
all/Person With Veil Medium Dark Skin Tone.svg,Person With Veil Medium Dark Skin Tone,👰🏾,1F470-1F3FE,mapped,translation-pass
all/Couple With Heart Man Man Light Skin Tone Medium Skin Tone.svg,Couple With Heart Man Man Light Skin Tone Medium Skin Tone,👨🏻‍❤️‍👨🏽,1F468-1F3FB-200D-2764-FE0F-200D-1F468-1F3FD,mapped,lookup+tone+gender|fq-correction
all/Squid.svg,Squid,🦑,1F991,mapped,lookup
all/Person Taking Bath Medium Light Skin Tone.svg,Person Taking Bath Medium Light Skin Tone,🛀🏼,1F6C0-1F3FC,mapped,auto-cldr-exact
all/Kiss Person Man Medium Dark Skin Tone.svg,Kiss Person Man Medium Dark Skin Tone,🧑🏾‍❤️‍💋‍👨,1F9D1-1F3FE-200D-2764-FE0F-200D-1F48B-200D-1F468,mapped,special: kiss (PERSON MAN)
all/Safety Vest.svg,Safety Vest,🦺,1F9BA,mapped,lookup
all/Shopping Cart.svg,Shopping Cart,🛒,1F6D2,mapped,alias2
all/Pinching Hand Medium Skin Tone.svg,Pinching Hand Medium Skin Tone,🤏🏽,1F90F-1F3FD,mapped,lookup+tone
all/Couple With Heart Person Woman Medium Skin Tone Light Skin Tone.svg,Couple With Heart Person Woman Medium Skin Tone Light Skin Tone,🧑🏽‍❤️‍👩🏻,1F9D1-1F3FD-200D-2764-FE0F-200D-1F469-1F3FB,mapped,special: couple-with-heart (PERSON WOMAN)
all/Couple With Heart Woman Woman Medium Light Skin Tone Medium Skin Tone.svg,Couple With Heart Woman Woman Medium Light Skin Tone Medium Skin Tone,👩🏼‍❤️‍👩🏽,1F469-1F3FC-200D-2764-FE0F-200D-1F469-1F3FD,mapped,lookup+tone+gender|fq-correction
all/Man Kneeling Medium Light Skin Tone.svg,Man Kneeling Medium Light Skin Tone,🧎🏼‍♂️,1F9CE-1F3FC-200D-2642-FE0F,mapped,activity-person
all/Man Standing Medium Dark Skin Tone.svg,Man Standing Medium Dark Skin Tone,🧍🏾‍♂️,1F9CD-1F3FE-200D-2642-FE0F,mapped,activity-person
all/Couple With Heart.svg,Couple With Heart,💑,1F491,mapped,lookup
all/Person With Skullcap.svg,Person With Skullcap,👲,1F472,mapped,auto-cldr-exact
all/Cocktail Glass.svg,Cocktail Glass,🍸,1F378,mapped,lookup
all/Person Rowing Boat Light Skin Tone.svg,Person Rowing Boat Light Skin Tone,🚣🏻,1F6A3-1F3FB,mapped,activity-person
all/Princess Medium Skin Tone.svg,Princess Medium Skin Tone,👸🏽,1F478-1F3FD,mapped,lookup+tone
all/Woman Technologist Medium Light Skin Tone.svg,Woman Technologist Medium Light Skin Tone,👩🏼‍💻,1F469-1F3FC-200D-1F4BB,mapped,translation-pass
all/Graduation Cap.svg,Graduation Cap,🎓,1F393,mapped,lookup
all/Kiss Woman Person Dark Skin Tone Medium Skin Tone.svg,Kiss Woman Person Dark Skin Tone Medium Skin Tone,👩🏽‍❤️‍💋‍🧑🏿,1F469-1F3FD-200D-2764-FE0F-200D-1F48B-200D-1F9D1-1F3FF,mapped,special: kiss (WOMAN PERSON)
all/Person Tipping Hand Light Skin Tone.svg,Person Tipping Hand Light Skin Tone,💁🏻,1F481-1F3FB,mapped,auto-cldr-exact
all/Kiss Man Person Medium Light Skin Tone No Skin Tone.svg,Kiss Man Person Medium Light Skin Tone No Skin Tone,👨🏼‍❤️‍💋‍🧑,1F468-1F3FC-200D-2764-FE0F-200D-1F48B-200D-1F9D1,mapped,special: kiss (MAN PERSON)
all/Label.svg,Label,🏷️,1F3F7-FE0F,mapped,lookup|fq-correction
all/Woman Elf Medium Light Skin Tone.svg,Woman Elf Medium Light Skin Tone,🧝🏼‍♀️,1F9DD-1F3FC-200D-2640-FE0F,mapped,lookup+tone+gender
all/Man Juggling.svg,Man Juggling,🤹‍♂️,1F939-200D-2642-FE0F,mapped,lookup++gender
all/Timer Clock.svg,Timer Clock,⏲️,23F2-FE0F,mapped,lookup|fq-correction
all/Carrot.svg,Carrot,🥕,1F955,mapped,lookup
all/Kiss Woman Man Medium Dark Skin Tone Light Skin Tone.svg,Kiss Woman Man Medium Dark Skin Tone Light Skin Tone,👩🏾‍❤️‍💋‍👨🏻,1F469-1F3FE-200D-2764-FE0F-200D-1F48B-200D-1F468-1F3FB,mapped,special: kiss (WOMAN MAN)
all/Couple With Heart Person Person Medium Skin Tone No Skin Tone.svg,Couple With Heart Person Person Medium Skin Tone No Skin Tone,🧑🏽‍❤️‍🧑,1F9D1-1F3FD-200D-2764-FE0F-200D-1F9D1,mapped,special: couple-with-heart (PERSON PERSON)
all/Kiss Woman Medium Light Skin Tone Man No Skin Tone.svg,Kiss Woman Medium Light Skin Tone Man No Skin Tone,👩🏼‍❤️‍💋‍👨,1F469-1F3FC-200D-2764-FE0F-200D-1F48B-200D-1F468,mapped,special: kiss (WOMAN MAN)
all/Glowing Star.svg,Glowing Star,🌟,1F31F,mapped,lookup
all/Placard.svg,Placard,🪧,1FAA7,mapped,lookup
all/Person Playing Handball Medium Skin Tone.svg,Person Playing Handball Medium Skin Tone,🤾🏽,1F93E-1F3FD,mapped,activity-person
all/Ninja Medium Dark Skin Tone.svg,Ninja Medium Dark Skin Tone,🥷🏾,1F977-1F3FE,mapped,lookup+tone
all/Microphone.svg,Microphone,🎤,1F3A4,mapped,lookup
all/Zebra.svg,Zebra,🦓,1F993,mapped,auto-cldr-exact
all/Flag Zimbabwe.svg,Flag Zimbabwe,🇿🇼,1F1FF-1F1FC,mapped,flag
all/Pinata.svg,Pinata,🪅,1FA85,mapped,lookup
all/Open Hands Medium Skin Tone.svg,Open Hands Medium Skin Tone,👐🏽,1F450-1F3FD,mapped,gesture
all/Books.svg,Books,📚,1F4DA,mapped,lookup
all/Factory Worker Medium Dark Skin Tone.svg,Factory Worker Medium Dark Skin Tone,🧑🏾‍🏭,1F9D1-1F3FE-200D-1F3ED,mapped,translation-pass
all/Cat With Wry Smile.svg,Cat With Wry Smile,😼,1F63C,mapped,auto-cldr-exact
all/Couple With Heart Man Man Medium Light Skin Tone Dark Skin Tone.svg,Couple With Heart Man Man Medium Light Skin Tone Dark Skin Tone,👨🏼‍❤️‍👨🏿,1F468-1F3FC-200D-2764-FE0F-200D-1F468-1F3FF,mapped,lookup+tone+gender|fq-correction
all/Kiss Woman Woman Medium Skin Tone Dark Skin Tone.svg,Kiss Woman Woman Medium Skin Tone Dark Skin Tone,👩🏽‍❤️‍💋‍👩🏿,1F469-1F3FD-200D-2764-FE0F-200D-1F48B-200D-1F469-1F3FF,mapped,lookup+tone+gender|fq-correction
all/Couple With Heart Person Man Medium Dark Skin Tone No Skin Tone.svg,Couple With Heart Person Man Medium Dark Skin Tone No Skin Tone,🧑🏾‍❤️‍👨,1F9D1-1F3FE-200D-2764-FE0F-200D-1F468,mapped,special: couple-with-heart (PERSON MAN)
